deal_id,company_id,contact_id,rep_id,stage_id,source_id,reason_id,amount,created_date,expected_close,actual_close,status
DEAL-0216,CMP-0132,CON-0191,REP-003,STG-05,SRC-005,,1055000,2026-01-01,2026-03-10,,Open
DEAL-0217,CMP-0122,CON-0175,REP-004,STG-07,SRC-006,LR-05,545000,2026-06-06,2026-06-29,2026-07-02,Lost
DEAL-0218,CMP-0137,CON-0198,REP-003,STG-01,SRC-002,,1628000,2026-07-02,2026-08-04,,Open
DEAL-0219,CMP-0006,CON-0008,REP-005,STG-04,SRC-008,,822000,2025-10-18,2025-11-07,,Open
DEAL-0220,CMP-0034,CON-0052,REP-001,STG-07,SRC-005,LR-03,498000,2026-04-24,2026-07-01,2026-06-29,Lost
DEAL-0221,CMP-0079,CON-0118,REP-003,STG-05,SRC-005,,1778000,2026-06-14,2026-07-14,,Open
DEAL-0222,CMP-0007,CON-0009,REP-006,STG-07,SRC-004,LR-07,528000,2026-03-19,2026-05-22,2026-05-26,Lost
DEAL-0223,CMP-0050,CON-0075,REP-004,STG-04,SRC-008,,371000,2025-07-27,2025-10-04,,Open
DEAL-0224,CMP-0022,CON-0031,REP-004,STG-07,SRC-003,LR-01,1254000,2025-02-25,2025-04-27,2025-04-21,Lost
DEAL-0225,CMP-0131,CON-0190,REP-004,STG-07,SRC-002,LR-04,1016000,2026-02-03,2026-03-01,2026-03-04,Lost
DEAL-0226,CMP-0009,CON-0012,REP-005,STG-07,SRC-003,LR-03,967000,2026-07-09,2026-08-27,2026-07-15,Lost
DEAL-0227,CMP-0021,CON-0030,REP-006,STG-03,SRC-006,,394000,2026-05-23,2026-06-17,,Open
DEAL-0228,CMP-0028,CON-0042,REP-002,STG-06,SRC-005,,563000,2025-08-14,2025-09-19,2025-09-22,Won
DEAL-0229,CMP-0021,CON-0030,REP-006,STG-07,SRC-004,LR-02,612000,2026-02-10,2026-03-12,2026-03-16,Lost
DEAL-0230,CMP-0080,CON-0120,REP-006,STG-04,SRC-006,,1034000,2025-05-23,2025-06-22,,Open
DEAL-0231,CMP-0052,CON-0078,REP-005,STG-01,SRC-007,,933000,2025-01-19,2025-03-10,,Open
DEAL-0232,CMP-0128,CON-0184,REP-005,STG-01,SRC-001,,438000,2026-03-07,2026-05-14,,Open
DEAL-0233,CMP-0037,CON-0056,REP-004,STG-07,SRC-002,LR-06,538000,2026-04-03,2026-06-10,2026-06-02,Lost
DEAL-0234,CMP-0076,CON-0115,REP-001,STG-06,SRC-005,,893000,2025-09-20,2025-10-14,2025-10-12,Won
DEAL-0235,CMP-0093,CON-0138,REP-005,STG-06,SRC-002,,1466000,2026-05-30,2026-08-20,2026-07-04,Won
DEAL-0236,CMP-0088,CON-0131,REP-004,STG-07,SRC-002,LR-03,290000,2025-08-24,2025-09-09,2025-09-13,Lost
DEAL-0237,CMP-0112,CON-0162,REP-005,STG-06,SRC-005,,1538000,2025-03-30,2025-05-01,2025-04-25,Won
DEAL-0238,CMP-0029,CON-0043,REP-005,STG-06,SRC-003,,869000,2025-11-09,2026-01-22,2026-01-21,Won
DEAL-0239,CMP-0072,CON-0109,REP-005,STG-06,SRC-003,,1459000,2025-08-30,2025-10-29,2025-10-31,Won
DEAL-0240,CMP-0113,CON-0163,REP-004,STG-06,SRC-002,,640000,2026-04-19,2026-06-05,2026-05-30,Won
DEAL-0241,CMP-0121,CON-0174,REP-004,STG-01,SRC-005,,1027000,2025-09-14,2025-10-23,,Open
DEAL-0242,CMP-0087,CON-0130,REP-002,STG-07,SRC-007,LR-06,755000,2025-10-07,2025-12-08,2025-12-06,Lost
DEAL-0243,CMP-0092,CON-0136,REP-001,STG-07,SRC-002,LR-05,1665000,2025-11-28,2025-12-26,2025-12-30,Lost
DEAL-0244,CMP-0121,CON-0174,REP-005,STG-04,SRC-001,,1350000,2025-11-11,2026-01-14,,Open
DEAL-0245,CMP-0088,CON-0131,REP-003,STG-06,SRC-008,,913000,2025-09-25,2025-11-29,2025-11-29,Won
DEAL-0246,CMP-0133,CON-0194,REP-002,STG-05,SRC-004,,716000,2025-11-06,2026-01-04,,Open
DEAL-0247,CMP-0018,CON-0024,REP-002,STG-07,SRC-002,LR-05,884000,2026-05-31,2026-08-06,2026-07-03,Lost
DEAL-0248,CMP-0049,CON-0073,REP-003,STG-07,SRC-002,LR-05,866000,2026-05-30,2026-06-28,2026-06-30,Lost
DEAL-0249,CMP-0016,CON-0021,REP-003,STG-07,SRC-002,LR-04,2855000,2026-04-25,2026-07-11,2026-07-15,Lost
DEAL-0250,CMP-0013,CON-0016,REP-006,STG-01,SRC-002,,1203000,2026-07-08,2026-09-02,,Open
DEAL-0251,CMP-0067,CON-0102,REP-006,STG-05,SRC-006,,327000,2026-02-07,2026-04-04,,Open
DEAL-0252,CMP-0032,CON-0049,REP-003,STG-02,SRC-005,,661000,2026-06-12,2026-07-13,,Open
DEAL-0253,CMP-0058,CON-0087,REP-002,STG-02,SRC-006,,1320000,2026-05-31,2026-07-28,,Open
DEAL-0254,CMP-0062,CON-0094,REP-003,STG-05,SRC-005,,249000,2026-06-02,2026-08-06,,Open
DEAL-0255,CMP-0087,CON-0130,REP-001,STG-03,SRC-001,,504000,2026-04-10,2026-05-30,,Open
DEAL-0256,CMP-0133,CON-0193,REP-001,STG-07,SRC-008,LR-05,363000,2024-12-18,2025-01-15,2025-01-06,Lost
DEAL-0257,CMP-0119,CON-0172,REP-005,STG-04,SRC-005,,390000,2026-05-26,2026-07-18,,Open
DEAL-0258,CMP-0053,CON-0079,REP-003,STG-02,SRC-008,,828000,2026-02-12,2026-03-22,,Open
DEAL-0259,CMP-0046,CON-0069,REP-005,STG-07,SRC-005,LR-02,718000,2024-07-28,2024-09-11,2024-09-14,Lost
DEAL-0260,CMP-0108,CON-0157,REP-005,STG-06,SRC-003,,1001000,2026-05-22,2026-07-05,2026-06-27,Won
DEAL-0261,CMP-0018,CON-0024,REP-005,STG-07,SRC-004,LR-04,459000,2026-07-12,2026-08-09,2026-07-15,Lost
DEAL-0262,CMP-0076,CON-0115,REP-001,STG-06,SRC-006,,601000,2026-03-09,2026-05-22,2026-05-24,Won
DEAL-0263,CMP-0060,CON-0092,REP-004,STG-07,SRC-001,LR-04,1466000,2025-09-21,2025-11-18,2025-11-12,Lost
DEAL-0264,CMP-0026,CON-0039,REP-006,STG-06,SRC-001,,769000,2024-11-08,2025-01-08,2025-01-13,Won
DEAL-0265,CMP-0087,CON-0130,REP-002,STG-06,SRC-002,,482000,2026-04-10,2026-06-27,2026-06-28,Won
DEAL-0266,CMP-0045,CON-0068,REP-003,STG-06,SRC-006,,1172000,2025-11-20,2025-12-25,2025-12-18,Won
DEAL-0267,CMP-0026,CON-0039,REP-002,STG-06,SRC-001,,297000,2024-12-23,2025-01-30,2025-01-30,Won
DEAL-0268,CMP-0092,CON-0137,REP-001,STG-01,SRC-002,,870000,2026-01-07,2026-02-12,,Open
DEAL-0269,CMP-0025,CON-0038,REP-006,STG-06,SRC-003,,466000,2026-05-22,2026-08-03,2026-07-18,Won
DEAL-0270,CMP-0095,CON-0141,REP-001,STG-01,SRC-006,,498000,2026-07-03,2026-07-27,,Open
DEAL-0271,CMP-0023,CON-0034,REP-004,STG-07,SRC-008,LR-07,2320000,2025-09-23,2025-11-30,2025-11-27,Lost
DEAL-0272,CMP-0061,CON-0093,REP-003,STG-02,SRC-001,,1178000,2025-09-04,2025-10-28,,Open
DEAL-0273,CMP-0114,CON-0165,REP-001,STG-03,SRC-004,,824000,2025-12-07,2026-02-11,,Open
DEAL-0274,CMP-0033,CON-0050,REP-005,STG-04,SRC-001,,1496000,2025-08-08,2025-09-04,,Open
DEAL-0275,CMP-0108,CON-0157,REP-006,STG-07,SRC-002,LR-01,531000,2026-06-19,2026-07-29,2026-07-15,Lost
DEAL-0276,CMP-0102,CON-0148,REP-004,STG-03,SRC-006,,849000,2026-05-28,2026-07-19,,Open
DEAL-0277,CMP-0127,CON-0183,REP-004,STG-06,SRC-002,,1041000,2025-05-12,2025-07-09,2025-07-03,Won
DEAL-0278,CMP-0024,CON-0035,REP-006,STG-07,SRC-007,LR-03,1108000,2026-07-07,2026-09-15,2026-07-18,Lost
DEAL-0279,CMP-0101,CON-0147,REP-001,STG-02,SRC-001,,413000,2026-05-24,2026-06-18,,Open
DEAL-0280,CMP-0132,CON-0191,REP-005,STG-07,SRC-006,LR-02,691000,2026-06-13,2026-09-05,2026-07-13,Lost
DEAL-0281,CMP-0107,CON-0156,REP-001,STG-04,SRC-003,,941000,2025-05-30,2025-07-05,,Open
DEAL-0282,CMP-0027,CON-0040,REP-005,STG-04,SRC-006,,890000,2025-09-24,2025-10-20,,Open
DEAL-0283,CMP-0116,CON-0168,REP-003,STG-06,SRC-005,,549000,2025-10-18,2025-11-18,2025-11-17,Won
DEAL-0284,CMP-0016,CON-0020,REP-001,STG-07,SRC-004,LR-01,522000,2026-07-15,2026-08-01,2026-07-11,Lost
DEAL-0285,CMP-0083,CON-0123,REP-006,STG-05,SRC-003,,538000,2025-04-14,2025-05-21,,Open
DEAL-0286,CMP-0070,CON-0106,REP-004,STG-06,SRC-007,,399000,2026-03-01,2026-04-15,2026-04-07,Won
DEAL-0287,CMP-0075,CON-0114,REP-002,STG-03,SRC-006,,784000,2025-01-02,2025-01-28,,Open
DEAL-0288,CMP-0073,CON-0111,REP-004,STG-06,SRC-003,,945000,2026-05-24,2026-07-11,2026-07-12,Won
DEAL-0289,CMP-0005,CON-0007,REP-005,STG-06,SRC-002,,1046000,2026-07-09,2026-08-13,2026-07-19,Won
DEAL-0290,CMP-0072,CON-0109,REP-001,STG-06,SRC-006,,515000,2024-10-15,2024-11-06,2024-11-04,Won
DEAL-0291,CMP-0132,CON-0192,REP-003,STG-06,SRC-002,,804000,2026-03-22,2026-04-22,2026-04-22,Won
DEAL-0292,CMP-0062,CON-0094,REP-006,STG-04,SRC-002,,375000,2026-05-24,2026-07-17,,Open
DEAL-0293,CMP-0039,CON-0059,REP-004,STG-06,SRC-006,,1454000,2025-08-05,2025-09-21,2025-09-18,Won
DEAL-0294,CMP-0140,CON-0203,REP-001,STG-06,SRC-002,,635000,2025-12-03,2026-01-15,2026-01-20,Won
DEAL-0295,CMP-0014,CON-0017,REP-001,STG-06,SRC-002,,567000,2024-11-17,2025-01-30,2025-01-26,Won
DEAL-0296,CMP-0069,CON-0104,REP-001,STG-02,SRC-003,,1342000,2026-07-13,2026-08-06,,Open
DEAL-0297,CMP-0072,CON-0109,REP-004,STG-06,SRC-005,,2620000,2025-06-29,2025-08-04,2025-08-02,Won
DEAL-0298,CMP-0067,CON-0101,REP-006,STG-06,SRC-006,,278000,2026-06-18,2026-07-10,2026-07-15,Won
DEAL-0299,CMP-0130,CON-0187,REP-006,STG-01,SRC-003,,1076000,2026-07-01,2026-07-31,,Open
DEAL-0300,CMP-0060,CON-0091,REP-003,STG-05,SRC-001,,1237000,2026-04-09,2026-05-25,,Open
DEAL-0301,CMP-0137,CON-0199,REP-005,STG-06,SRC-003,,1264000,2026-05-05,2026-06-11,2026-06-05,Won
DEAL-0302,CMP-0010,CON-0013,REP-006,STG-07,SRC-002,LR-07,884000,2025-04-06,2025-05-10,2025-05-15,Lost
DEAL-0303,CMP-0103,CON-0149,REP-005,STG-03,SRC-006,,1239000,2026-06-15,2026-08-04,,Open
DEAL-0304,CMP-0084,CON-0124,REP-006,STG-07,SRC-004,LR-05,1305000,2026-07-03,2026-08-22,2026-07-19,Lost
DEAL-0305,CMP-0034,CON-0051,REP-002,STG-06,SRC-003,,637000,2026-03-27,2026-05-10,2026-05-07,Won
DEAL-0306,CMP-0032,CON-0049,REP-005,STG-07,SRC-004,LR-02,586000,2026-07-05,2026-08-14,2026-07-16,Lost
DEAL-0307,CMP-0101,CON-0147,REP-001,STG-06,SRC-004,,489000,2026-06-09,2026-07-10,2026-07-07,Won
DEAL-0308,CMP-0090,CON-0133,REP-006,STG-06,SRC-003,,623000,2025-12-15,2026-01-31,2026-02-04,Won
DEAL-0309,CMP-0086,CON-0129,REP-001,STG-06,SRC-003,,503000,2024-11-08,2024-12-30,2024-12-27,Won
DEAL-0310,CMP-0008,CON-0010,REP-004,STG-07,SRC-004,LR-03,564000,2025-07-01,2025-09-11,2025-09-04,Lost
DEAL-0311,CMP-0084,CON-0124,REP-003,STG-06,SRC-005,,1384000,2026-06-13,2026-08-12,2026-07-08,Won
DEAL-0312,CMP-0138,CON-0201,REP-002,STG-06,SRC-002,,584000,2026-03-19,2026-04-16,2026-04-08,Won
DEAL-0313,CMP-0003,CON-0004,REP-001,STG-06,SRC-007,,742000,2024-09-16,2024-10-20,2024-10-15,Won
DEAL-0314,CMP-0066,CON-0100,REP-003,STG-07,SRC-001,LR-07,2383000,2025-07-17,2025-10-07,2025-10-08,Lost
DEAL-0315,CMP-0070,CON-0105,REP-002,STG-02,SRC-007,,1001000,2025-10-31,2026-01-05,,Open
DEAL-0316,CMP-0126,CON-0182,REP-005,STG-06,SRC-005,,1095000,2026-05-25,2026-06-21,2026-06-22,Won
DEAL-0317,CMP-0040,CON-0060,REP-006,STG-06,SRC-006,,1233000,2026-01-20,2026-03-14,2026-03-19,Won
DEAL-0318,CMP-0067,CON-0101,REP-005,STG-07,SRC-008,LR-05,317000,2026-06-12,2026-06-28,2026-07-02,Lost
DEAL-0319,CMP-0101,CON-0147,REP-003,STG-06,SRC-001,,896000,2026-06-16,2026-08-27,2026-07-02,Won
DEAL-0320,CMP-0009,CON-0011,REP-006,STG-06,SRC-006,,775000,2026-05-27,2026-07-24,2026-07-16,Won
DEAL-0321,CMP-0113,CON-0164,REP-005,STG-07,SRC-005,LR-04,791000,2026-01-19,2026-03-17,2026-03-15,Lost
DEAL-0322,CMP-0116,CON-0168,REP-001,STG-06,SRC-003,,313000,2026-04-05,2026-05-03,2026-05-08,Won
DEAL-0323,CMP-0101,CON-0147,REP-005,STG-02,SRC-001,,1179000,2026-03-26,2026-05-27,,Open
DEAL-0324,CMP-0091,CON-0134,REP-004,STG-01,SRC-003,,1032000,2025-04-20,2025-05-17,,Open
DEAL-0325,CMP-0105,CON-0152,REP-006,STG-03,SRC-008,,492000,2026-06-22,2026-08-22,,Open
DEAL-0326,CMP-0110,CON-0160,REP-006,STG-02,SRC-002,,575000,2026-07-11,2026-08-22,,Open
DEAL-0327,CMP-0127,CON-0183,REP-002,STG-06,SRC-001,,863000,2025-11-28,2026-01-28,2026-01-22,Won
DEAL-0328,CMP-0060,CON-0091,REP-001,STG-07,SRC-003,LR-01,780000,2025-08-29,2025-09-24,2025-09-24,Lost
DEAL-0329,CMP-0064,CON-0098,REP-005,STG-07,SRC-003,LR-04,340000,2026-05-25,2026-08-16,2026-07-07,Lost
DEAL-0330,CMP-0090,CON-0133,REP-001,STG-05,SRC-001,,658000,2025-04-13,2025-06-21,,Open
DEAL-0331,CMP-0028,CON-0042,REP-002,STG-06,SRC-001,,917000,2026-03-27,2026-05-02,2026-05-01,Won
DEAL-0332,CMP-0120,CON-0173,REP-003,STG-04,SRC-001,,757000,2026-06-24,2026-07-28,,Open
DEAL-0333,CMP-0108,CON-0157,REP-001,STG-07,SRC-003,LR-06,425000,2026-07-06,2026-09-27,2026-07-11,Lost
DEAL-0334,CMP-0089,CON-0132,REP-004,STG-03,SRC-005,,1067000,2025-05-28,2025-07-21,,Open
DEAL-0335,CMP-0043,CON-0064,REP-005,STG-06,SRC-007,,1207000,2026-07-06,2026-09-18,2026-07-11,Won
DEAL-0336,CMP-0049,CON-0073,REP-005,STG-04,SRC-007,,1133000,2026-06-15,2026-07-15,,Open
DEAL-0337,CMP-0061,CON-0093,REP-005,STG-06,SRC-006,,750000,2025-10-19,2025-11-29,2025-11-20,Won
DEAL-0338,CMP-0093,CON-0138,REP-006,STG-06,SRC-005,,630000,2026-07-08,2026-08-15,2026-07-05,Won
DEAL-0339,CMP-0109,CON-0158,REP-005,STG-07,SRC-003,LR-04,827000,2026-07-12,2026-10-08,2026-07-12,Lost
DEAL-0340,CMP-0095,CON-0140,REP-004,STG-04,SRC-006,,3605000,2026-07-14,2026-08-31,,Open
DEAL-0341,CMP-0131,CON-0190,REP-005,STG-07,SRC-003,LR-07,1186000,2025-09-13,2025-12-04,2025-12-08,Lost
DEAL-0342,CMP-0135,CON-0196,REP-002,STG-06,SRC-007,,813000,2026-05-08,2026-07-25,2026-07-03,Won
DEAL-0343,CMP-0099,CON-0145,REP-002,STG-07,SRC-005,LR-07,656000,2025-12-13,2026-02-27,2026-02-23,Lost
DEAL-0344,CMP-0052,CON-0078,REP-006,STG-07,SRC-003,LR-05,794000,2024-12-24,2025-03-24,2025-03-23,Lost
DEAL-0345,CMP-0084,CON-0124,REP-006,STG-07,SRC-007,LR-07,1314000,2026-06-16,2026-08-01,2026-07-19,Lost
DEAL-0346,CMP-0060,CON-0091,REP-003,STG-02,SRC-002,,1140000,2026-04-21,2026-06-15,,Open
DEAL-0347,CMP-0089,CON-0132,REP-005,STG-05,SRC-002,,456000,2025-07-25,2025-09-19,,Open
DEAL-0348,CMP-0114,CON-0165,REP-004,STG-03,SRC-007,,372000,2025-09-27,2025-10-28,,Open
DEAL-0349,CMP-0052,CON-0078,REP-003,STG-05,SRC-008,,1622000,2025-05-22,2025-07-03,,Open
DEAL-0350,CMP-0071,CON-0108,REP-004,STG-06,SRC-003,,649000,2025-10-14,2025-11-18,2025-11-19,Won
DEAL-0351,CMP-0007,CON-0009,REP-001,STG-07,SRC-004,LR-03,1073000,2026-05-11,2026-07-07,2026-07-03,Lost
DEAL-0352,CMP-0104,CON-0151,REP-004,STG-07,SRC-006,LR-02,583000,2026-06-07,2026-08-06,2026-07-14,Lost
DEAL-0353,CMP-0069,CON-0104,REP-006,STG-06,SRC-006,,1390000,2026-05-29,2026-07-28,2026-07-15,Won
DEAL-0354,CMP-0065,CON-0099,REP-002,STG-06,SRC-006,,394000,2026-07-08,2026-09-20,2026-07-14,Won
DEAL-0355,CMP-0075,CON-0113,REP-004,STG-07,SRC-007,LR-02,749000,2025-01-18,2025-04-03,2025-03-28,Lost
DEAL-0356,CMP-0031,CON-0046,REP-001,STG-07,SRC-006,LR-03,671000,2025-07-14,2025-09-16,2025-09-11,Lost
DEAL-0357,CMP-0084,CON-0125,REP-006,STG-02,SRC-003,,694000,2026-07-09,2026-08-22,,Open
DEAL-0358,CMP-0105,CON-0152,REP-003,STG-06,SRC-003,,1015000,2026-06-30,2026-08-13,2026-07-15,Won
DEAL-0359,CMP-0049,CON-0073,REP-003,STG-07,SRC-007,LR-04,933000,2026-06-05,2026-08-23,2026-07-07,Lost
DEAL-0360,CMP-0019,CON-0026,REP-002,STG-05,SRC-002,,1100000,2025-05-08,2025-06-22,,Open
